DATE,CO.R,CO.T,NMHC.R,NMHC.T,NOx.R,NOx.T,NO2.R,NO2.T,C6H6.R,O3.T,T,RH,AH
38237,1.966904762,1026.434722,218,949.2743056,195.2869048,764.4006944,91,1477.152083,9.796399218,936.4472222,27.47013884,33.40569445,1.152236482
38238,3.199325397,1251.805181,218,1362.930071,423.0465278,837.6187782,90.61170635,1441.02411,23.38678288,1472.991534,26.07891762,29.5373365,0.964391227
38239,2.2375,1113.28125,218,1066.458333,325.7916667,951.3854167,105.8722222,1460.104167,13.54140046,1211.395833,28.51354176,26.559375,0.964672322
38240,1.95,1080.322917,218,1009.354167,282.8333333,910.6875,85.16904762,1446.90625,11.57803304,1020.142361,27.9177084,30.60729175,1.077273653
38241,1.630912698,1107.677083,218,927.96875,191.1738095,880.3125,86.33333333,1427.520833,9.096306679,942.1458333,27.21354163,35.54166665,1.205273549
38242,2.713194444,1158.822917,218,884.1631944,389.7430556,837.1701389,78.21180556,1570.086806,8.185005408,1017.739583,24.65347222,55.25034718,1.690566484
38243,3.033829365,1206.729167,218,1126.697917,443.7603175,731.1041667,66.66666667,1775.75,15.51801147,1259.989583,26.26041663,49.9885418,1.584834732
38244,1.086031746,1148.40625,218,1016.1875,152.6125,775.7395833,66.66666667,1716.09375,12.23214292,1094,25.20104174,55.95312484,1.713544031
38245,4.098293651,1205.298611,218,1088.315972,418.6539683,708.2256944,79.88809524,1846.5625,14.4015812,1213.517361,22.84548604,67.76041664,1.846685446
38246,2.108333333,1071.927083,218,1015.479167,294.3170996,781.8020833,167.2715278,1656.75,11.68998494,1084.791667,21.42916662,61.10624981,1.525608858
38247,1.533333333,945.0659722,218,882.8333333,230.7887931,980.3472222,133.0347222,1439.767361,8.19767777,830.2743056,21.79930564,48.52291677,1.240728114
38248,1.342361111,933.5729167,218,813.875,176.7638889,995.0104167,121.5166667,1331.729167,6.283968555,732.3333333,24.01979162,38.86041657,1.119016227
38249,1.966666667,1044.802083,218,941.40625,211.4041667,824.6145833,111.6230159,1492.854167,9.547904816,961.8333333,24.82708341,43.92187508,1.279341846
38250,2.7225,1129.822917,218,1095.21875,302.7583333,747.3784722,129.3541667,1660.402778,14.9678093,1151.788194,25.56909711,43.26770825,1.319622035
38251,2.983333333,1181.760417,218,1124.59375,328.1291667,712.1458333,143.6722222,1725.90625,15.99306571,1162.947917,24.71770825,47.61145834,1.423057617
38252,2.758333333,1166.614583,218,1113.385417,301.6125,699.3125,68.24206349,1727.927083,15.18104759,1163.489583,24.61041661,51.27187512,1.494761171
38253,2.422777778,1159.236111,218,1074.923611,249.8402778,713.0451389,124.3299603,1703.34375,13.74995206,1102.302083,25.49930545,50.7895834,1.596146368
38254,2.3875,1136.427083,218,1021.375,297.5944444,787.0625,92.88472222,1652.53125,12.83777562,1052.520833,21.1343751,58.60833327,1.43957049
38255,1.241666667,852.9479167,218,751.0694444,105.8569444,1127.621528,84.61059175,1183.732639,5.260516317,640.1631944,17.85000003,40.98055555,0.8099309
38256,1.531111111,910.6145833,218,821.09375,196.525,968.4791667,84.83888889,1243.208333,6.474679547,778.53125,18.42812505,42.44479167,0.854698139
38257,2.15,997.5,218,982.7395833,301.1555556,813.5833333,89.86388889,1392.510417,10.73505911,1012.875,19.01666665,42.4489582,0.882239227
38258,2.833333333,1086.53125,218,1114.642361,376.1125,765.1770833,112.3305556,1511.548611,15.65479509,1335.052083,19.89201383,42.38749986,0.916805866
38259,2.689305556,1122.677083,218,1092.239583,332.5388889,749.7291667,123.4597222,1539.5625,14.88902702,1225.489583,20.99479166,44.05208321,1.033835934
38260,2.3425,1267.8125,218,1129.3125,255.2232143,672.59375,128.4458333,1657.833333,16.07582501,1298.114583,21.28645837,53.09166674,1.328755736
38261,3.208650794,1320.785417,218,1158.703819,374.1890873,600.7895833,117.0013889,1774.816667,16.34115497,1373.238889,22.18885422,59.83840278,1.563957538
38262,4.866666667,1210.854167,218,983.3229167,484,672.9479167,115.3277778,1598.40625,10.44100741,1099.760417,22.81145833,57.38750005,1.560343235
38263,4.866666667,1128.131944,218,893.4340278,484,750.2048611,73.77083333,1525.368056,8.277897869,981.9340278,23.00104174,56.39791669,1.541436726
38264,4.535069444,1198.5625,218,1122.770833,433.5729167,669.5208333,57.78055556,1729.145833,15.90888245,1229.708333,22.17291661,56.58854143,1.452028664
38265,3.733333333,1267.260417,218,1189.479167,310.6666667,643.3229167,80.33333333,1763.197917,18.21898638,1378.052083,23.16458323,53.54895834,1.449501386
38266,3.733333333,1295.375,218,1151.152778,310.6666667,616.8194444,105.4194444,1736.354167,16.57211983,1335.03125,22.77326385,55.64479168,1.491735011
38267,3.910992063,1307.635417,218,1141.020833,333.2888889,615.4166667,129.2291667,1744.135417,16.19569585,1292.21875,23.12291672,54.55833348,1.495464049
38268,2.595833333,1287.177083,218,1144.010417,309.4833333,611.15625,131.4079365,1725.541667,15.85120324,1310.083333,23.28541664,54.93958334,1.515403658
38269,2.525,1340.121528,218,1101.28125,282.0972222,591.3715278,109.7771825,1723.927083,14.02603488,1260.152778,24.88437497,54.79444427,1.675783309
38270,1.600277778,1112.052083,218,858.21875,195.1277778,762.8645833,122.2261905,1547.71875,7.226415409,884.84375,22.0802083,66.91666694,1.746997812
38271,2.454166667,1153.413194,218,1053.597222,295.0027778,705.6388889,158,1673.201389,13.31345994,1089.086806,19.92777779,67.12569449,1.540310142
38272,2.076686508,941.1041667,218,863.1875,329.6593254,859.4791667,158,1380.270833,7.57297772,826.7395833,17.74999986,57.20208327,1.151491923
38273,1.341666667,875.5208333,218,748.78125,283.3611111,1015.427083,142.28125,1231.614583,5.242250916,707.9375,15.38020831,54.92083335,0.95048105
38274,1.3,1004.982639,218,875.0833333,282.6666667,872.4548611,95,1400.027778,8.336701587,915.0555556,17.79131955,55.77152803,1.116872166
38275,1.3,1112.322917,218,1039.229167,282.6666667,730.2708333,95,1595.770833,12.83089543,1056.90625,18.32708336,64.6020834,1.306270216
38276,1.3,982.3229167,218,851.4166667,282.6666667,858.875,98.07619048,1352.399306,7.097240473,791.4583333,17.41909724,62.10659717,1.179055657
38277,5.49375,931.1354167,218,810.78125,703.1319444,926.7708333,81.84861111,1314.927083,6.413400435,692.59375,17.96250003,55.39375011,1.099527117
38278,5.8,1158.625,218,1129.885417,733,697.78125,76.79722222,1634.583333,16.21472549,1204.760417,17.346875,60.38124994,1.177532445
38279,5.8,1273.052083,218,1216.375,733,587.6041667,73.82083333,1744.114583,18.21847234,1383.388889,18.21423624,67.01631946,1.384350726
38280,5.774642857,1472.260417,218,1355.104167,699.709127,495.4479167,68.22638889,1959.208333,23.16349934,1624.1875,21.7166666,66.2187498,1.69280223
38281,3.1175,1337.635417,218,1212.770833,358.6972222,558.5208333,78.55912698,1830.677083,17.83030457,1368.552083,23.81875004,60.47291625,1.743485445
38282,3.036527778,1300.53125,218,1189.375,323.7305556,581.0902778,83.375,1799.631944,17.56770528,1431.694444,22.52916665,61.66041675,1.645662447
38283,2.511527778,1235.6875,218,1079.427083,324.1277778,620.1145833,74,1667.09375,13.41978976,1252.71875,21.68020831,62.49895843,1.578293884
38284,1.995,1139.770833,218,972.0138889,223.8402778,680.6666667,74,1545.40625,10.19125602,1161.645833,21.35486113,62.78784755,1.550983781
38285,3.559027778,1307.5,218,1249.270833,470.9694444,563.5208333,74,1826.927083,20.04849462,1482.15625,18.66145832,69.74895855,1.479437866
38286,3.577361111,1291.885417,218,1243.28125,456.2680556,582.2916667,109.8958333,1804.791667,19.93015944,1426.447917,19.53125006,66.22187471,1.467338592
38287,2.338194444,1141.788194,218,1052.958333,311.925,666.1805556,176,1638.881944,12.86737942,1131.84375,18.43124994,72.33854204,1.51250327
38288,2.612638889,1148.5,218,1080.635417,373.8875,674.90625,176,1609.916667,14.18257945,1175.729167,18.37604167,67.79062514,1.408005937
38289,2.492083333,1153.260417,218,1019.78125,322.4152778,710.6666667,176,1613.447917,12.24609672,1041.104167,19.44791665,73.89583313,1.650272448
38290,2.824583333,1200.482639,218,1091.576389,386.9666667,635.1701389,139.1956349,1659.805556,13.77771672,1187.84375,19.56145822,71.15937512,1.589934602
38291,2.11875,1109.708333,218,938.6666667,252.4916667,764.375,91.08194444,1600.958333,9.984320898,993.5,20.85416669,68.81979187,1.673514599
38292,2.746527778,1243.364583,218,1094.447917,324.3430556,604.3020833,90.20555556,1706.079861,13.5232863,1495.628472,21.23437503,70.09270836,1.742249801
38293,4.189861111,1308.78125,218,1297.135417,485.6166667,596.8020833,89.20555556,1893.395833,22.54626542,1429.90625,20.67083333,64.49583328,1.534659129
38294,2.492916667,1155.5625,218,1081.4375,302.3611111,654.03125,71.48611111,1618.427083,13.68885231,1169.59375,21.53541658,58.01666645,1.442159346
38295,3.607123016,1281.177083,218,1209.965278,427.6055556,605.0104167,93.63472222,1747.576389,18.90418949,1332.211806,20.58506941,62.00381945,1.46440104
38296,3.091666667,1262.53125,218,1178.822917,394.6541667,618.90625,107.2180556,1681.927083,17.91889239,1313.729167,19.34166679,62.23333335,1.368258194
38297,2.329166667,1189.333333,218,1034.302083,323.1763889,653.78125,93.7125,1500.583333,12.16583584,1144.333333,18.28229169,63.48229174,1.313189
38298,1.320277778,876.40625,218,747.7777778,150.7027778,1016.819444,89.95833333,1113.899306,5.192254013,672.9444444,15.8802083,45.86006945,0.819488682
38299,2.446428571,906.78125,218,848.1145833,315.9291667,988.7604167,98.23611111,1155.75,8.446764104,804.8645833,11.11666669,50.61666663,0.662326797
38300,3.196130952,1000.784722,218,950.0173611,336.875,837.1388889,110.6097222,1233.086806,10.37979258,1016.878472,8.033333329,64.78402805,0.686715106
38301,1.779166667,961.3333333,218,843.1354167,308.9650794,948.1770833,71.72222222,1210.84375,7.768284458,836.09375,8.748958364,71.8145831,0.806572017
38302,2.916666667,1134.375,218,1061.15625,530.9902778,680.3229167,74.30694444,1415.885417,13.10966671,1140.010417,10.72187495,75.7052083,0.97649517
38303,1.919166667,1009.430556,218,858.09375,273.6472222,840.78125,93.59027778,1310.71875,7.82503118,882.1736111,15.27881944,61.90729151,1.06519666
38304,1.945833333,1053.322917,218,869.2604167,278.5819444,800.125,85.69444444,1303.510417,7.891148641,924.0520833,17.33125002,53.84270851,1.04894502
38305,0.6125,724.6979167,218,524.4895833,92.91111111,1678.6875,88.00277778,875.5729167,1.4312437,379.9583333,10.35208334,44.30729165,0.551480812
38306,1.637222222,842.0104167,218,775.9131944,256.2652778,1102.888889,99.18333333,1010.746528,6.260232343,715.8576389,11.96180563,35.07222215,0.488684473
38307,2.325,996.6875,218,926.125,411.5013889,910.46875,92.97916667,1147.552083,9.947217319,1023.802083,13.3072917,36.1989583,0.532282161
38308,3.377222222,1191.659722,218,1073.888889,566.4347222,730.9756944,82.50833333,1320.805556,14.75457241,1389.291667,10.93923603,51.69340301,0.663410106
38309,3.375,1226.520833,218,1098.291667,541.8930556,645.3958333,70.30416667,1419.229167,14.36086747,1363.75,12.75208334,60.87499996,0.892789729
38310,3.920833333,1165.802083,218,1014.291667,409.2361111,727.2916667,155.3277778,1421.9375,12.58564634,1165.927083,15.85833333,53.78125006,0.974717923
38311,1.931527778,904.2847222,218,909.2222222,357.0888889,946.7604167,50.08214286,953.7430556,8.984387736,1015.767361,10.78958334,26.43229163,0.323457392
38312,0.990972222,993.78125,218,857.4791667,306.1486111,883.8645833,134.4666667,991.9895833,7.264181874,1147.677083,7.638541708,42.91354156,0.426881893
38313,2.547727273,1265.770833,218,1239.746528,685.0777778,644.4826389,143.6902778,1332.861111,20.61429451,1719.704861,6.451041674,54.32500018,0.530052429
38314,4.896944444,1513.208333,218,1353.104167,824.3138889,511.8125,116.6402778,1731.0625,23.84073607,1795.291667,10.73125006,75.31354165,0.971657594
38315,3.483333333,1294.75,218,1158.84375,590.7305556,591.9270833,105.7680556,1518.21875,16.3014782,1458.666667,11.2416667,75.3218749,0.996439047
38316,2.933333333,1177.097222,218,1100.368056,530.7388889,645.75,53.2125,1321.861111,13.83240847,1309.472222,10.01909723,63.45590266,0.745297656
38317,4.517777778,1439.458333,218,1267.78125,739.9986111,568.8229167,111.7541667,1628.854167,20.47939902,1697.96875,12.49479169,66.78749979,0.964020462
38318,3.745833333,1426,218,1157.15625,589.3041667,629.34375,143.4930556,1562.885417,15.64775581,1519,13.76875008,75.31354133,1.180017047
38319,2.177916667,1090.246528,218,839.5,296.4902778,834.3125,173.7555556,1237.378472,7.187324647,1025.184028,10.64027779,72.66458346,0.928699374
38320,2.679166667,1198.916667,218,1000.28125,399.8263889,813.2291667,181.5597222,1401.385417,11.62538632,1233.708333,13.77083334,67.2614584,1.033366825
38321,2.616666667,1127.086806,218,962.2534722,320.3638889,981.8958333,148.7583333,1395.59375,10.89383086,1013.770833,12.99409725,71.59409714,1.065851057
38322,3.118611111,1173.239583,218,1050.416667,505.2777778,1490.28125,147.5861111,1448.541667,13.42814329,1196.1875,10.89583326,76.99583324,1.002804609
38323,3.775,1305.427083,218,1182.40625,592.2875,886.4895833,140.9402778,1639.90625,17.86188226,1374.333333,14.47187495,71.2270836,1.163425632
38324,3.5375,1314.180556,218,1147.829861,520.6888889,595.1041667,178.9069444,1643.381944,16.09745377,1348.996528,15.24826383,76.96736124,1.318667592
38325,2.422361111,1133.114583,218,939.03125,419.0263889,705.8020833,164.6180556,1371.427083,9.123215095,1039.802083,12.48958331,81.10416667,1.170954091
38326,1.395833333,941.75,218,707.3333333,196.1736111,958.0833333,132.575,1175.25,4.133186752,773.8958333,12.41249999,71.88125002,1.030776542
38327,2.3875,1107.215278,218,982.34375,346.0638889,748.6111111,132.1652778,1419.795139,11.20193547,1126.256944,15.36284729,63.71423611,1.090151635
38328,2.325277778,1119.052083,218,984.1354167,343.3680556,789.2916667,138.1347222,1369.59375,10.96672504,1159.635417,14.86041673,60.48750007,1.007483343
38329,1.8875,1092.822917,218,849.0277778,271.5583333,840.8784722,153.0638889,1258.701389,7.053466299,1010.583333,14.34861109,64.53819454,1.043487831
38330,1.4,934.1770833,218,732.1041667,204.2638889,1207.052083,100.8888889,1139.979167,4.894793915,749.1145833,14.53229172,55.37708342,0.912620785
38331,1.675277778,875.6770833,218,803.8854167,260.4944444,1452.020833,118.1861111,975.3854167,6.681137901,764.3333333,14.28333337,29.6385417,0.471387667
38332,1.929166667,997.8645833,218,895.4618056,308.4819444,859.5034722,97.41527778,1024.340278,8.289636991,1031.1875,13.43090277,31.1559027,0.458852585
38333,2.841666667,1159.520833,218,1008.5625,411.5777778,713.6458333,118.2402778,1185.083333,11.27728035,1340.65625,9.973958358,51.62708356,0.617059866
38334,3.405138889,1258.364583,218,1149.552083,555.1666667,768.3125,125.2722222,1358.489583,17.01023884,1559.979167,10.10312505,56.78541676,0.692747509
38335,3.683333333,1308.135615,218,1208.69375,600.2236111,641.3990079,123.0736111,1479.222123,18.26716879,1608.547917,11.82871017,60.41209324,0.818935976
38336,3.0875,1510.333333,218,1426.5,560.0291667,568.4166667,117.5402778,1697.75,24.98258244,1905.333333,16.74999952,47.98333359,0.907774717
38337,4.304027778,1374.03125,218,1234.118056,762.9361111,573.6111111,100.8638889,1564.111111,18.05850377,1501.381944,14.23055536,63.71979156,1.01697789
38338,3.416666667,1301.730159,218,1129.337103,582.0708333,597.1864087,74.97222222,1487.330159,14.54213433,1309.196925,13.22260904,70.24357114,1.062667539
38339,1.7625,967.6875,218,864.28125,306.0763889,952.4375,104.2722222,1060.84375,7.729134516,866.9375,12.31354168,44.88437506,0.620749055
38340,2.671388889,1085.90625,218,934.1145833,369.7416667,807.8645833,102.6638889,1117.538194,9.490109179,1085.798611,5.284027769,62.7534722,0.561755039
38341,2.358333333,914.34375,218,753.2395833,222.1111111,995.0416667,91.74722222,1015.020833,5.230589148,755.84375,8.704166681,53.71979173,0.60805139
38342,2.033333333,922.3645833,218,864.1736111,329.8777778,1008.892361,84.85833333,976.40625,8.272461312,878.1770833,6.669097284,38.66493061,0.380227208
38343,2.168194444,974.15625,218,870.0208333,337.4097222,911.5520833,103.2611111,960.6875,7.778356958,988.6770833,6.606250013,40.78333324,0.395327464
38344,4.0625,1223.09375,218,1108.34375,580.1236111,697.0625,119.6486111,1221.177083,15.38898815,1545.458333,5.732291652,49.1031251,0.447398325
38345,5.320833333,1409.284462,218,1191.209896,580.6208333,544.2453125,131.1902778,1381.566927,16.72472161,1970.947743,7.702986114,58.97183144,0.626465024
38346,3.914861111,1439.135417,218,1080.822917,443.5902778,567.3020833,149.4944444,1389.104167,13.10275714,1781.645833,10.26458336,69.8864586,0.874754139
38347,1.429166667,1079.708333,218,723.7083333,222.1333333,919.25,150.4208333,1216.385417,4.77487174,830.2708333,12.04583332,74.79375013,1.044533549
38348,1.566666667,1056.395833,218,783.0694444,222.325,837.7743056,136.3291667,1214.8125,5.791382217,850.7847222,12.55034719,65.45868052,0.94731072
38349,1.175634921,1120.46875,218,922.1979167,162.1702381,735.625,141.1625,1293.4375,9.450559218,1013.208333,11.33437498,64.53854171,0.855134844
38350,1.166666667,931.1145833,218,691.4201389,160.6666667,930.9305556,165.7736111,1059.090278,3.87173355,714.2013889,10.31666662,59.11041665,0.732195794
38351,1.866666667,877.28125,218,697.40625,239.5114583,1005.84375,109.95,933.09375,4.059591832,656.9270833,9.783333321,40.56979156,0.486693892
38352,1.904761905,900.1145833,218,696.1666667,243.2,1016.0625,120.2569444,915.0208333,4.077159554,717.6354167,9.349999999,39.33958326,0.455329611
38353,2.129444444,1114.138889,218,853.6840278,305.4002493,782.3993056,113.85,1032.482639,7.173114038,1226.288194,6.872569472,50.8086805,0.498975018
38354,2.045833333,1121.25377,218,833.4798611,319.2086111,782.7793651,116.6583333,1087.084722,6.841103766,1298.413889,6.820942482,58.96386884,0.578772044
38355,2.519444444,1319.365451,218,1045.244792,390.6533333,606.8237847,135.6638889,1262.958333,11.93389533,1912.882813,8.519097392,57.61849002,0.642171499
38356,2.483333333,1153.198413,218,828.9662698,375.3084722,703.202877,136.1680556,1200.358631,6.416944174,1163.50744,9.342410778,69.96264893,0.823034993
38357,3.016666667,1335.09375,218,1074.40625,470.7644444,572.0465278,183.3388889,1416.029861,13.26389848,1505.109028,11.1835417,66.05097232,0.878627018
38358,1.649305556,1109.135417,218,811.3680556,232.17125,758.6180556,158.6069444,1226.461806,6.223071187,963.3784722,13.44895839,61.06354161,0.932139886
38359,2.666666667,1192.072917,218,964.96875,404.2791667,690.5208333,127.1972222,1305.4375,10.71752695,1197.125,8.455208361,72.04166659,0.793903301
38360,2.804166667,1243.90625,218,988.2604167,437.4255556,653.4895833,105.3375,1304.677083,10.92165118,1336.34375,10.38541664,65.75729187,0.82407961
38361,1.672638889,1122.173611,218,822.3923611,227.8694444,756.4965278,112.2083333,1257.649306,6.812798614,939.3993056,14.42847217,59.00347197,0.961450904
38362,2.046401515,1279.53125,218,1032.229167,374.7854167,607.5729167,100.6666667,1482.78125,12.53982761,1295.71875,13.32083333,68.64062524,1.044581195
38363,2.8125,1299.833333,218,1072.375,420.9969444,592.375,102.7704861,1449.4375,13.77591231,1392.666667,12.78958329,64.09270851,0.941416441
38364,3.198888889,1301.940972,218,1135.673611,548.5563889,556,113.7333333,1489.079861,15.32888005,1455.788194,11.96215273,65.6829861,0.905332351
38365,2.679166667,1218.645833,218,1043.59375,428.2947222,623.7395833,114.0823718,1366.447917,12.50264968,1308.177083,9.990625009,69.5625004,0.847228963
38366,3.15,1234.128472,218,1083.197917,482.9088889,615.6875,127.2858025,1365.180556,13.95722507,1338.965278,8.088541672,71.72951423,0.772904404
38367,2.633611111,1153.770833,218,977.3333333,418.5566667,691.9583333,131.605,1210.375,10.49521351,1260.510417,6.431250013,70.2010419,0.671039742
38368,1.529166667,950.875,218,749.3020833,240.7504167,929.2291667,138.46125,948.15625,4.98831399,850.8958333,7.524999994,47.77812495,0.480417267
38369,2.841666667,1120.930556,218,1008.892361,449.7747222,756.9618056,144.7273611,1163.215278,12.6986138,1326.621528,6.660069471,46.91527761,0.446911776
38370,2.995972222,1271.90625,218,1078.729167,597.5490278,667.2291667,146.9613889,1306.25,14.62808603,1494.46875,5.282291658,66.26875003,0.607963678
38371,0.85890625,966.5347222,218,727.5173611,191.6509722,916.1145833,117.7334722,1072.3125,4.624420366,762.2673611,7.823958274,64.99409729,0.689489843
38372,2.533333333,1090.03125,218,947.28125,395.74875,782.3333333,122.7490278,1136.604167,10.61249361,1152.6875,10.06875003,44.24999994,0.52633409
38373,3.007083333,1379.239583,218,1180.75,582.1906944,560.28125,138.1602778,1405.9375,17.15900343,1756.427083,9.090625018,59.06979191,0.683050676
38374,1.078030303,1283.163194,218,1105.447917,545.8954167,600.7673611,116.6880556,1283.284722,13.91351469,1468.784722,9.937152834,55.85138901,0.652358485
38375,0.609107143,1044.739583,218,795.125,236.1422222,845.9375,127.3630556,998.6875,5.901645867,1027.5625,5.819791675,53.87812507,0.501398082
38376,0.812647591,967.15625,218,761.8333333,202.8073611,909.0729167,122.88375,977.3333333,5.419956404,794.7708333,7.668750003,47.88333329,0.493807472
38377,0.454265873,855.9166667,218,611.2881944,142.7116667,1164.253472,141.2684722,869.2430556,2.785928236,527.1770833,4.509027771,50.96909716,0.432303189
38378,0.453571429,870.9583333,218,636.0729167,157.4241667,1129.895833,140.0206944,872.875,3.237000379,567.6979167,4.213541647,49.47708329,0.411933945
38379,1.289015152,911.7777778,218,703.3125,190.0201389,997.0590278,126.3254167,870.6979167,4.341410372,691.4756944,5.267708326,39.6149304,0.354327224
38380,1.454166667,904.1442956,218,679.5245701,199.8168056,1004.314749,140.5238889,870.5622024,3.781440887,644.7805556,3.696539354,48.98525302,0.394693667
38381,0.995833333,852.0180556,218,573.6753968,120.3679167,1154.062202,154.3384722,801.6511905,2.000611512,464.460119,2.536061506,49.50494054,0.367308126
38382,0.971666667,864.6423611,218,573.6840278,130.4127778,1136.71875,118.085,763.6909722,1.965554449,474.3923611,4.848611129,37.832986,0.325005672
38383,2.587916667,1084.5,218,939.7916667,399.1416667,842.1770833,162.2022222,1001.40625,10.98104104,1184.166667,7.273958323,31.80937483,0.311965116
38384,2.866666667,1250.020833,218,1016.427083,488.8713889,644.6875,160.8406944,1184.1875,11.99367872,1558.927083,6.616666688,51.7343752,0.504190904
38385,3.35,1177.090278,218,1023.982639,446.5745833,663.9444444,105.6894444,1132.138889,12.22165857,1392.8125,7.61319449,43.93090288,0.426332084
38386,2.634027778,1243.822917,218,1026.979167,495.8623611,649.65625,144.1,1212.15625,12.57354139,1528.604167,7.252083323,50.96666658,0.513245376
38387,1.85,1091.041667,218,897.1284722,338.1893056,731.2361111,177.8348611,1081.677083,8.475630983,1163.340278,7.473611071,50.16631947,0.496021305
38388,1.433333333,1000.59375,218,774.9479167,272.9630556,844.8645833,178.3880556,926.71875,5.39805342,923.375,5.57187498,46.60416702,0.410941938
38389,1.185555556,920.9583333,218,661.375,180.3122222,987.7604167,135.6172222,821.65625,3.282802749,735.84375,5.31041666,39.59479177,0.343743498
38390,1.395833333,981.1875,218,727.2743056,212.1098611,899,121.9716667,873.1284722,4.719451543,813.5520833,7.307986096,35.3968752,0.352990034
38391,1.4375,987.1415675,218,734.7838294,235.3344444,912.8556548,94.89958333,880.490873,4.95923697,775.6395833,10.18468266,31.53972232,0.372973161
38392,1.940972222,951.9166667,218,747.25,235.9604167,893.5,105.92625,814.5833333,4.690265966,645.75,13.70000029,20.2000006,0.31524635
38393,2.970833333,1333.273438,218,1042.409722,357.7504167,609.5321181,121.1797222,1198.451389,12.3737548,1677.051215,9.963281329,42.50156345,0.497269434
38394,4.1625,1487.284425,218,1156.788294,588.5045833,495.2956349,136.71875,1350.035615,15.31028209,2092.36627,8.34405754,52.10599313,0.573569033
38395,3.459027778,1480.694444,218,1138.065972,574.6469444,516.1041667,90.90416667,1368.743056,15.21846582,1898.965278,8.306944463,59.14479138,0.648252713
38396,2.333333333,1338.822917,218,952.65625,331.1583333,607.4375,89.455,1322.791667,9.720309548,1285.447917,12.85416666,60.66041666,0.857883042
38397,1.6875,1018.1875,218,875.4895833,221.4194444,776.53125,160.1233333,1020.6875,8.283096389,937.0729167,10.47395835,40.69687496,0.503754809
38398,1.41625,948.9722222,218,760.4583333,222.0368056,936.8125,179.1559722,881.1493056,5.624456403,766.21875,8.954861124,30.2079861,0.336838198
38399,2.204166667,1128.114583,218,926.125,369.8455556,692.7604167,155.6181944,1052.3125,9.140299226,1225.552083,6.470833351,42.62187505,0.409333226
38400,1.766666667,1059.878472,218,802.3680556,258.1638889,794.5833333,189.0556944,1000.795139,6.216570721,930.0173611,7.488888919,44.40416653,0.463074345
38401,1.827638889,1055.458333,218,819.1041667,275.3798611,812.7083333,185.6209722,1012.4375,6.895602925,890.9791667,8.505208308,42.18958328,0.462390371
38402,1.783333333,1083.270833,218,809.3229167,286.0694444,770.0416667,179.2579167,997.6979167,6.250676556,1113.927083,6.74062499,47.69791643,0.4547693
38403,1.1875,1030.951389,218,667.0763889,153.33,890.9479167,139.4088889,986.9375,3.435937714,737.9305556,8.298263917,54.16840272,0.593613794
38404,1.960555556,1106.28125,218,820.125,257.7633333,786.8020833,135.9973611,1179.333333,7.060949088,879.6041667,5.753124977,74.29687508,0.685818198
38405,1.995833333,1083.291667,218,842.6458333,287.9216667,795,143.0726389,1182.697917,7.718840149,885.53125,5.410416655,75.15520811,0.674288455
38406,1.7125,1039.125,218,792.8229167,270.8876389,833.4756944,154.2822222,1112.951389,6.235166105,871.4826389,4.313194436,78.37881941,0.658071867
38407,2.187638889,1141.75,218,891.0833333,370.7359722,724.0833333,159.4936111,1219.947917,8.606501612,1110.572917,5.26145833,78.71770867,0.703904162
38408,2.429166667,1129.423611,218,936.9722222,336.5736742,697.71875,173.7155556,1212.045139,9.552224512,1099.663194,7.919444435,62.69166685,0.646870488
38409,2.341666667,1001.708333,218,768.1666667,228.7509722,844.125,237.9088889,998.96875,5.306016462,834.8645833,6.595833344,56.78854171,0.548050876
38410,1.778194444,971.6145833,218,721.8020833,210.9333333,896.3333333,213.0352778,925.375,4.40574414,763.40625,6.008333373,52.10416655,0.475752085
38411,1.025,834.1840278,218,606.7256944,156.3286111,1149.604167,133.4856944,749.9027778,2.639046906,445.3125,2.887847231,42.66979169,0.327230832
38412,1.020833333,820.09375,218,618.75,177.1080556,1191.75,127.8270833,698.9375,2.934315015,482.5416667,1.430208327,35.09062503,0.240007706
38413,1.824861111,970.84375,218,831.0416667,317.5220833,904.3854167,143.1354167,874.2291667,7.461835113,981.84375,4.289583319,32.0375001,0.251820772
38414,2.166666667,1184.211806,218,884.46875,372.5891667,686.71875,178.0991667,1162.260417,8.150129853,1304.163194,4.58784721,67.44548645,0.577536265
38415,2.920833333,1214.739583,218,994.8645833,435.8061111,650.3125,145.42625,1282.302083,11.40406517,1369.677083,7.189583331,62.18541666,0.620279908
38416,1.774027778,1050.534722,218,820.0625,258.6363889,780.3194444,146.4448611,1053.805556,6.362129598,922.8506944,8.230208319,51.93611105,0.543619576
38417,1.333333333,947.5625,218,676.4270833,168.8190278,992.7916667,172.3783333,894.0520833,3.868053568,600.59375,8.737499997,43.88854162,0.47819692
38418,1.554166667,953.8645833,218,739.3020833,245.2638889,939.5833333,119.6027778,866.6458333,5.132276431,722.2604167,6.927083336,39.20104176,0.382212915
38419,2.425138889,1081.753472,218,947.3090278,407.7338889,740.3993056,151.4581944,1048.510417,10.26780674,1238.541667,7.523611115,39.18263883,0.368816037
38420,2.620833333,1227.15625,218,985.7708333,404.62875,648.4791667,175.8751389,1236.739583,11.318509,1425.635417,9.355208346,49.39375025,0.572794376
38421,2.35,1136.802083,218,947.3645833,387.06,670.96875,165.1425,1166.770833,9.930468624,1291.78125,11.27500001,46.44791699,0.543849465
